SideCopy APT组织,印度国防军和武装部队陆军人员,窃取敏感数据,高,"['CetaRAT', 'ReverseRAT', 'MargulasRAT', 'AllakoreRAT', 'DLL加载器', 'Delphi编写的木马', 'C++编写的新木马']",,印度,,,,SideCopy组织近期以印度国防部相关文档为诱饵的攻击活动分析,恶意程序事件
一个外部不良行为者,美国电视巨头和卫星广播供应商Dish Network,,,VPN,44980,,,,,美国一广播电视台遭网络攻击，网站、电话、应用程序离线,网络攻击事件
Redline,目标群体,实现敏感信息窃取,高,['Binary Padding'],,,,NFT资金收益的游戏促销活动,,攻击技术研判 | ”言行一致“端侧行为与话术配合良好的信息窃取器,恶意程序事件
Medusa（美杜莎）,明尼阿波利斯公立学校 (MPS),索要100 万美元的赎金,,Medusa,本月初,,,,,罪恶的”复苏“，Medusa勒索软件正以全球企业为攻击目标,网络攻击事件
0x67AfDD64,Avalanche 上的 DeFi 平台Platypus Finance,被盗走约850?万美元,,闪电贷,北京时间2023年2月17日凌晨,Avalanche,,,约850?万美元,闪电贷攻击+业务逻辑漏洞：Platypus Finance事件分析,网络攻击事件
响尾蛇组织,我国某高校,侦察、窃密,高,"['Javascript脚本', '恶意快捷方式', '.Net木马程序']",,我国,,,,响尾蛇组织利用疫情题材针对我国的网络攻击活动,恶意程序事件
未经身份验证的攻击者,全球多地未打补丁的 VMware ESXi 服务器,部署新型ESXiArgs勒索软件,文件加密、数据泄露、系统瘫痪,"['Sosemanuk算法', 'OpenSSL', 'RSA加密']",,全球,,文件,未透露,新型勒索软件正攻击全球VMware ESXi 服务器,恶意程序事件
Sandworm APT 组织,乌克兰国家新闻机构 Ukrinform,瘫痪乌克兰国家新闻机构,文件破坏,"['CaddyWiper', 'ZeroWipe', 'SDelete', 'AwlfulShred', 'SwiftSlicer']",,乌克兰,,,,俄罗斯黑客在攻击乌克兰时使用 Golang 语言编写恶意软件,网络攻击事件
Moobot僵尸网络,Cacti和RealTek漏洞,传播恶意软件,高,利用Cacti和RealTek中的漏洞,,全球,多个组织和用户,恶意软件感染，可能危及系统完整性,,FreeBuf 早报 | 美国防部启动攻击五角大楼网站；印度斥巨资寻求飞马间谍软件替代品,网络攻击事件
不明,SolarWinds,植入后门,高,SUNBURST后门,,全球,美国联邦政府机构、政府部门、关键基础设施、全球500强企业,,,【网络间谍篇】SolarWinds供应链攻击事件的来龙去脉,安全隐患事件
"['Gamaredon', 'Sandworm', 'Trident Ursa', 'NoName057', '海莲花组织', '白象组织', 'APT-LY-1004', 'Lazarus', 'Kimsuky', 'BITTER']","['乌克兰政府', '乌克兰媒体', '乌克兰军队', '乌克兰供应商', '乌克兰电信公司', '乌克兰金融机构', '俄罗斯政府', '俄罗斯军队', '俄罗斯外交部', '美国政府', '我国政府', '我国科研领域', '韩国西江大学', '中国科研院校']","['进行地缘政治影响', '进行间谍活动', '窃取机密资料', '获取经济利益', '政治、军事目标攻击', '窃取科研成果']",严重,"['网络钓鱼', '木马后门', '漏洞利用', '远控木马', '恶意软件']",,"['乌克兰', '俄罗斯', '美国', '我国', '韩国', '中国']",13,"['机密资料', '科研成果']",大量,天际友盟《2022年下半年全球主要APT攻击活动报告》,网络攻击事件
Play勒索软件团伙,Royal Dirkzwager,勒索攻击,大量内部数据失窃，5GB数据被公开,Play勒索软件,2023年,荷兰,未提及,大量内部数据,5GB,FreeBuf 早报 | 2023年中国网络安全支出增速超过美国；百年海运企业遭勒索攻击,网络攻击事件
Earth Kitsune,朝鲜,发起水坑攻击,,"['网站', '恶意程序', '解码器安装程序', 'powershell命令', '恶意载荷', '恶意MSI安装程序', 'shellocde', 'powershell', '恶意文件', '恶意shellcode', '恶意DLL', 'OneDrive', 'werfautl.exe', 'shellcode', 'Chrome扩展', 'Installer.exe', 'NativeApp.exe', 'background.js', 'mainfest.jsonjson', 'icon.png', 'stdin/stdout']",,"['中国', '日本']",,,,攻击技术研判 | Earth Kitsune滥用vcruntime140.dll和Chrome扩展等...,恶意程序事件
网络犯罪组织,互联网和科技从业者,网络攻击,可能导致网络安全威胁，超高安全风险,ChatGPT,,,,,,谷歌 Bard 项目翻车，ChatGPT 或带来新的网络攻击,网络攻击事件
APT组织,企业/机构,盗窃企业机密数据,高,"['Initial Access', 'Execution', 'Persistence', 'Privilege Escalation']",,,,企业机密数据,,HVV-Learning-区域边界网络下的攻击链路与攻击事件(BLA&UKC),数据安全事件
Mustang Panda aka TA416 和 Bronze President,,部署新的后门程序 MQsTTang，通过钓鱼邮件传播并实现持久存在,,MQsTTang后门程序,,,,,,FreeBuf早报 | 美国发布新版国家网络安全战略；电动汽车充电设施成为网络攻击新目标,网络攻击事件
,普京,导致停电、直播中断,高,,45343,,,,,FreeBuf 周报 | MyloBot?僵尸网络正快速蔓延；普京国情咨文发布遭遇网络攻击,网络攻击事件
,研究人员，普通用户,传播 ArkeiStealer 窃密恶意软件,高,"['ArkeiStealer', 'SmokeLoader', 'MineBridge']",44317,,,敏感信息,,针对交易软件 TradingView 的供应链攻击,恶意程序事件
,"['Telus客户', 'USMS']","['窃取员工信息及源代码', '窃取敏感执法信息']",高,"['RCE漏洞', '勒索软件', '银行木马', 'ZK Java Web框架漏洞', 'ChatGPT']",2022年,全球,,,,FreeBuf早报 |2022年勒索软件攻击频率和勒索金额下降；手机银行木马激增,网络攻击事件
APT-LY-1006,东欧中亚地区国家政府部门,获取政府组织内部网站的权限，窃取国家重要机密信息,可能导致泄露敏感信息，影响国家安全,Cpypwd Stealer、Warzone RAT（AveMaria）,近期,东欧中亚地区,,,,首次使用PythonC API加载恶意代码，APT组织针对东欧中亚地区的攻击披露,恶意程序事件
知名数据勒索组织 Lapsus$,Okta,,,,2022 年1月16日至21日,,,,,本年度软件供应链攻击事件回顾,安全隐患事件
Metasploit,服务器,,,Metasploit,,,,,,从红队视角看AWD攻击,恶意程序事件
Hive勒索软组织,Intersport,,,,11月份,,,"['客户数据', '员工护照信息', '工资单', '离职和在职员工名单', '社会保险号码']",,Hive勒索组织黑五期间攻击欧洲零售商，已累计攻击1300家公司,网络攻击事件
LockBit,"['俄亥俄州芒特弗农市警察局', '法院', '其它政府办公室', '市政府', '信息技术 IT 供应商', 'Dynamic Networks']",,,LockBit 勒索软件,2022 年,,,,,俄亥俄州法院、警察局遭到 LockBit?勒索软件攻击,网络攻击事件
威胁组织SideWinder,亚洲各地网络,,,,,亚洲,,,,FreeBuf早报 | 瑞典最大电视广播公司遭攻击瘫痪；汉莎航空IT故障数千旅客滞留,网络攻击事件
网络犯罪集团,,,,HTML,,,,,,FreeBuf早报 | 百事可乐供应商遭勒索攻击；俄罗斯考虑豁免为国家利益效力的黑客,网络攻击事件
Clasiopa,一家材料行业的公司,,,"['FiXS ATM 恶意软件', '自研的远控木马 Atharvan', '开源远控木马木马 Lilith 的定制版本']",2023 年 2 月初以来,,,,,FreeBuf 早报 | 大疆无人机被曝16个漏洞；疑似印度黑客针对亚洲材料行业发起攻击,网络攻击事件
,,"['数字货币窃取', '信息窃取']",,Doenerium恶意软件,近期,,,,,攻击技术研判 | 利用WIFI对抗虚拟机分析,数据安全事件
名为Royal的勒索软件组织,国家医疗保健系统,窃取数据进行双重勒索攻击,,Royal勒索软件,2022年开始,,,,,Royal勒索软件攻击瞄准美国医疗系统,网络攻击事件
威胁行为者,,"['监视', '有效载荷交付', '动能操作', '转移受害者注意力']",,无人机,目前,,,,,无人机攻击：空中网络安全噩梦,数据安全事件
网络攻击,澳大利亚维多利亚州的消防救援机构,企图对消防救援机构内部进行破坏,,,近日,,,,,澳大利亚维多利亚州消防救援机构遭到网络攻击,网络攻击事件
犯罪分子,,加密磁盘上的任何文件和文档,,勒索病毒,,,,,,使用VackBAS攻击模拟平台对抗勒索病毒,安全隐患事件
网络攻击,FuboTV,导致用户无法登录流媒体直播,,,14日下午2点,,,,,FuboTV 称网络攻击导致世界杯流媒体中断,网络攻击事件
网络犯罪分子,电子邮件收件箱,,,,去年,,,,27 亿美元,防止网络钓鱼邮件攻击的10 种有效方法,网络攻击事件
名为Metadoor的新黑客组织,"['电信', '互联网服务商', '大学']",攻击,,"['Windows控制台调试程序', '恶意控制框架', 'wmi', 'shellcode', 'Speech02.db', 'Speech03.db', 'cdb.exe', 'cdb.ini', 'defrag.exe', 'fcache13.db', 'metamain', '反射DLL加载器', '恶意模块']",,,,,,攻击技术研判｜使用cdb.exe规避主机安全防御,恶意程序事件
,,从事网络诈骗,,,近几年,,160 万人,,1000 亿元以上,2022 全球网络黑产常用攻击方法 Top 10,网络攻击事件
,企业,提升客户的安全性,,睿眼攻击溯源,近年来,,,,,行业案例 | 睿眼攻击溯源组合拳让黑客攻击事件无所遁形,安全隐患事件
,被禁飞者,,,,,,150万,超过 150 万名被禁飞者和超过 25 万名“被选中者”的数据信息,,行业案例 | 睿眼攻击溯源组合拳让黑客攻击事件无所遁形,安全隐患事件
攻击者,创建lnk文件的用户,,,Lnk样本,,,,,1k字节,溯源专题 | 通过lnk样本进行攻击溯源,恶意程序事件
黑客组织,全球企业,网络攻击,,,,,,,,SaaS的阴暗面：网络攻击武器化、平民化,网络攻击事件
,加密货币和NFT相关人员,,,“Rhadamanthys Stealer”新型恶意软件,,,,敏感信息和加密货币,,针对加密货币行业的SEO投毒攻击，9万粉丝博主疑似中招,恶意程序事件
勒索组织,"['企业', '政府部门', '公益组织', '关键信息基础设施', '整个国家和地区']",,,,2022年,,,,,《2022年度区块链安全及反洗钱分析》发布，漏洞利用是最常见攻击方法,网络攻击事件
攻击主机kali,目标主机win7,开启监听模块,,msfvenom工具,,,,,,木马程序攻击+利用Windows内核漏洞提权,恶意程序事件
API,,促进不同 Web 应用程序之间的互操作性,,,,,,,,5种典型 API 攻击及预防建议,数据安全事件
攻击者,入门级财务员工,推动转账,,,,,,,,SMIME 电子邮件保护免受鱼叉式网络钓鱼攻击,网络攻击事件
一个伪装成美国国家安全局的威胁攻击者,印度尼西亚一家专门从事军事和商业项目的国有公司 PT Pindad,,,,,,,有关印度尼西亚国防制造业的重要信息,,FreeBuf早报 | 开发工具 CircleCI 曝出严重漏洞；2023 年网络攻击新趋势预测,网络攻击事件
,开发人员,公开发布恶意克隆,,npm计时攻击,,,,,,新的npm定时攻击可能导致供应链攻击,数据安全事件
恶意代码,应用程序或软件程序,访问敏感数据甚至控制设备本身,,,,,,,,为什么软件供应链攻击愈演愈烈？,安全隐患事件
用户,网络,,,DHCP,几年前,,,,,浅谈DHCP安全防治措施，防止中间人攻击、私设IP,数据安全事件
Play 勒索软件团伙,H-Hotels,通信中断,,,2022年12月11日星期日,"['德国', '奥地利', '瑞士', 'DACH 地区', '50 个地点', '60 家酒店', '9600 间']",2500,"['私人和个人数据', '客户文件', '护照', '身份证']",,德国连锁酒店 H-Hotels遭Play 勒索软件攻击，客户数据疑泄露,网络攻击事件
黑客,智能网联汽车,远程批量攻击目标车辆,,,,,,,,智能网联汽车网络安全攻击与防御技术概述,数据安全事件
REvil操作团伙,Kaseya,加密了超过100万台受感染的设备,,勒索软件,44378,,,,,勒索软件常用攻击媒介及漏洞有哪些?,网络攻击事件
LockBit 3.0网络犯罪团伙,加拿大韦斯特蒙市政服务平台,勒索,,LockBit 3.0勒索软件,近日,,,,,加拿大一市遭勒索软件攻击，市政务平台瘫痪,网络攻击事件
亲俄黑客,"['波兰', '乌克兰', '美国', '爱沙尼亚', '波兰', '捷克共和国', '北约', '乌克兰和波兰的运输和物流组织', '波兰议会', '波兰共和国众议院', '波兰安全机构', '波兰政府', '波兰的多个政府资源', '外交部', '参议院', '边境管制', '警察', '波兰议会', 'NoName057(16)']","['破坏该国局势', '破坏稳定、恐吓和制造混乱']",,"['勒索软件', 'Prestige 勒索软件', '网络钓鱼攻击', 'DDos']","['7 月', '4 月', '10 月', '11 月']",,,,,波兰安全机构发布警告将应对亲俄黑客全方位、多手段的网络攻击,网络攻击事件
黑客,Wintermute,,,,44721,,,2000万个Optimism代币,,SharkTeam：十大智能合约安全威胁之重放攻击,网络攻击事件
具有俄罗斯政治背景的攻击者,保加利亚政府机构,,,,45580,,,,,俄罗斯对保加利亚发起网络攻击,网络攻击事件
Lazarus攻击团伙,,,,"['Rootkit', 'BYOVD', '合法驱动', 'fudmodule', 'DELL', 'ENE Technology', '内存写入类漏洞', '内核数据结构', 'PspNotifyEnableMask', 'Mini File Filter', 'WFP驱动程序', 'ETW']",,,,,,攻击技术研判 | 典型BYOVD利用与Ring0防御削弱技术研判,恶意程序事件
黑客,美国联邦调查局（FBI）的关键基础设施情报门户网站InfraGard,暗网违规出售,,,当地时间12月15日,,,8万多名知名私营部门成员的联系方式,,FBI的关基情报网站遭黑客攻击，数据库在暗网出售,网络攻击事件
黑客,"['Beanstalk Farms', 'Curve', 'SushiSwap', 'Aave', 'Uniswap', 'Ukraine Crypto Donation']",盗取Token,超过8000万美元,提案攻击,44668,,,,24830 ETH,SharkTeam：十大智能合约安全威胁之提案攻击,网络攻击事件
LockBit 黑客组织,加州财政部,,,,,,,近 76GB,,FreeBuf早报 | 日本制定主动网络防御原则；瑞典两个城市遭受网络攻击,网络攻击事件
,LastPass,,,,11 月,,,"['名称', 'URL', '密码（加密）']",,FreeBuf早报 | 欧盟网络安全局2022年度威胁报告；美国司法部正在调查 FTX 黑客攻击,网络攻击事件
,韩美两国特定领域人员,窃取机密信息,,社会工程学、鱼叉邮件、水坑攻击,2018年,东亚国家,,,,来自Kimsuky组织的突刺：多种攻击武器针对韩国的定向猎杀,恶意程序事件
攻击者,利比亚,,,,40575,利比亚,,,,曝光！持续十余年，针对利比亚政治主题攻击活动,恶意程序事件
Hive 勒索软件团伙,领事馆医疗保健部门,,,,,,,550GB,,FreeBuf早报 | 高通骁龙漏洞影响联想等设备；俄黑客组织攻击美国核实验室,网络攻击事件
主动攻击者,用户,提高移动用户的隐私性,,5G-AKA,,,,,,5G安全：5G-AKA链接攻击及对策,数据安全事件
,用户,获得最高收益,,攻击脚本,游戏过程中,,,,,SharkTeam：十大智能合约安全威胁之回退攻击,网络攻击事件
Lazarus组织,韩国,,,,近期,,,,,疑似Lazarus组织针对韩国的攻击活动分析,恶意程序事件
"['stegoWiper', '网络威胁组织']",全球范围内各个地区的不同部门和组织,,,"['基于隐写术的恶意软件', '相关隐写技术', 'stegoWiper']",,,,,,如何使用stegoWiper破坏基于隐写术的恶意软件攻击,数据安全事件
被称为 RomCom 的攻击者,乌克兰军事机构,,,"['SolarWinds Network Performance Monitor', 'KeePass Open-Source Password Manager', 'PDF Reader Pro', 'RomComRAT 远控木马']",,,,,,RomCom 攻击者使用投毒的应用程序攻击乌克兰与英国,恶意程序事件
"['美国国家安全局NSA', '“特定入侵行动办公室”（Office of Tailored Access Operation，简称TAO）']",西工大,,,"['酸狐狸平台', 'NOPEN”木马', '“饮茶”等十余种专用武器', '“永恒之蓝”武器', 'WannaCry“蠕虫式”的勒索病毒']",2013年,,,,,从西工大攻击揭秘美军网空作战发展,安全隐患事件
一种名为“MCCrash”的新型跨平台恶意软件僵尸网络,《我的世界》游戏服务器,,,一种名为“MCCrash”的新型跨平台恶意软件,,,,,,FreeBuf周报 | 阿里云香港服务器现“史诗级”宕机;蔚来汽车遭遇勒索攻击,网络攻击事件
黑客组织,部分用户,,高达30万美元,,45617,,,登录信息,,博彩公司DraftKings遭大规模“撞库”攻击，损失超30万美元,网络攻击事件
,"['俄罗斯市长的办公室', '法院']",,,CryWiper勒索软件,12 月 3 日,,,,,FreeBuf早报 | 俄罗斯政府遭勒索软件攻击；美国发布“星盾”卫星项目,网络攻击事件
,德国零售批发超市集团麦德龙（Metro）,,,,10月17日起,"['奥地利', '德国', '法国']",,,,超市巨头麦德龙遭网络攻击，支付系统中断,网络攻击事件
INTEZER,,实现上线,,一种新的Linux病毒,,,,,,攻击技术研判 | Linux动态链接库持久化新方式,恶意程序事件
VMware,VMware 用户,远程代码执行,高危,,4月,,1,,,警惕！多种恶意软件程序发起 VMware 漏洞利用攻击,恶意程序事件
攻击者,使用Windows系统的用户,,,包含恶意代码的Telegram应用程序安装包,,,,,,攻击分析：伪造中文版Telegram网站投放远控木马,恶意程序事件
攻击者,SharkTeam,获取低权限用户账户,,智能合约,,,,,,"Move语言安全性分析及合约审计要点
之权限漏洞、重入攻击",恶意程序事件
黑客,"['FTX', '加密钱包', 'FTX Trading Ltd.', 'Alameda Research', '美国用户平台FTX.US']",,,,当地时间11月11日,,10万名,,超过6亿美元,加密货币交易巨头FTX遭攻击申请破产，6亿美元资产流出,网络攻击事件
LockBit,德国跨国汽车集团大陆集团,窃取了大陆集团系统中的一些数据,,,11 月 4 日 15:45:36,,,,,德国跨国汽车巨头大陆集团遭LockBit勒索软件组织攻击,网络攻击事件
攻击者,企业,创建克隆或用有错别字的软件包以迷惑企业员工下载并在软件项目中使用它,,,,,,私有软件包的名称,,npm 新型定时攻击或导致软件供应链安全风险,数据安全事件
TSAR组织编号APT28,PPT,执行代码,,"['PPT', 'SyncAppvPublishingServer.vbs']",近期,,,,,攻击技术研判 | 后宏时代：PPT鼠标悬停事件的新利用,恶意程序事件
UNC1151小组,受害者,获取受害者凭据信息,,Browser In The Bopwser(BITB)技术,,,,凭据信息,,攻击技术研判 | 近期频发钓鱼新手法：伪造弹出登录窗口进行钓鱼攻击,恶意程序事件
,"['俄罗斯几个地区的市政厅', '法院']","['消除所有格式的文件内容', '数据库', '档案']",,CryWiper加密病毒,,,,,,FreeBuf早报 | 因窃取两千万美元，攻击者被判18个月；因勒索软件攻击医院取消手术,网络攻击事件
美国国家安全局（NSA）,西北工业大学,窃取相关师生邮件数据和公民个人信息,,包含木马程序的钓鱼邮件,45465,,,,,攻击源头系美国国家安全局，西北工业大学遭网络攻击事件报告发布,网络攻击事件
"['Cisco Talos', 'Reaper', 'Darkhotel']","['俄罗斯', '韩国', '东亚APT组织Reaper', '移动设备']",,,"['Konni', 'Nokki', 'Syscon/Sanny木马', 'TeamViewer']","['2014年', '2017年']",,,,,全面复盘：2022年Konni组织针对东欧和东北亚地区的攻击活动分析,恶意程序事件
kali,HTB-Scrambled,攻击,,"['wireshark', 'impacket-getTGT', 'getTGT.py', 'Ksimpson']",,,,,,域渗透：Kerberos认证学习与Kerberoasting攻击路径的演示,恶意程序事件
恶意黑客,公司,访问公司数据,,,,,,,,API上出现了恶意机器人！如何击败API机器人攻击？,安全隐患事件
,太平洋岛国瓦努阿图,,,,11 月 6 日,,32 万,,,FreeBuf早报 | 太平洋某岛国疑遭勒索攻击断网一月；Log4j一年后许多公司仍未打补丁,网络攻击事件
攻击者,企业,利用上游开放源码生态系统的弱点,,恶意代码,45555,,,,超过55000个,开源代码库攻击在三年间暴涨7倍,网络攻击事件
MAC（08:19:a6:7d:78:3a）的设备,OLT,,,,7天左右,,,,,网络设备被异常报文攻击实例浅析,数据安全事件
亲俄黑客组织 “KillNet ”,"['美国几个主要机场网站', '亚特兰大市哈茨菲尔德-杰克逊国际机场', '洛杉矶国际机场', '十余个机场', '芝加哥奥黑尔国际机场', '奥兰多国际机场', '丹佛国际机场', '凤凰城天港国际机场', '肯塔基州', '密西西比州', '夏威夷', '挪威', '立陶宛', '欧盟', '科罗拉多州', '肯塔基州', '密西西比州', '罗马尼亚', '意大利', '乌克兰', '意大利等站在乌克兰一边的国家', '西方国家', '美国', '科罗拉多州', '肯塔基州', '密西西比州', '政府网站']",消耗目标的资源，使合法用户无法使用这些资源,,特定软件,上周,,,,,美国多个机场因网络攻击发生故障，和俄罗斯有关？,网络攻击事件
Lazarus组织,"['美国国防承包商', '美国能源部门', '英国', '韩国', '安全研究人员', '日本瑞穗银行（Mizuho Bank）']",窃取敏感情报,,VHD（虚拟磁盘映像）文件,2021年,,多个,比特币交易所,,求职陷阱：Lazarus组织以日本瑞穗銀行等招聘信息为诱饵的攻击活动分析,恶意程序事件
俄罗斯,"['乌克兰', '其盟国', '关键基础设施', '能源工业设施机构', '乌克兰军队', '乌克兰东部和南部地区能源供应设施', '乌克兰亲密盟友', '波兰', '波罗的海国家', '北约', '欧洲军事实体']","['减缓乌克兰军队正在进行的攻势', '增加对乌克兰东部和南部地区能源供应设施导弹打击带来的破坏性效果', '增加对乌克兰亲密盟友关键基础设施的 DDoS 攻击强度']",,AcidRain 数据破坏恶意软件,今年 2月,,,,,乌克兰当局警告盟国，俄罗斯正在计划升级网络攻击,网络攻击事件
威胁行为者,,建立无成本投入的恶意基础设施,,"['URL缩短程序', '免费域名注册', '开发人员工具']",第三季度,,,,,PhishLabs第三季度报告：金融业的钓鱼攻击大幅增长，入侵现有网站成为钓鱼活动首选策略,网络攻击事件
内部保护系统,意大利石油巨头ENI,,,,最近几天,,1,,,意大利石油巨头 ENI 遭受网络攻击,网络攻击事件
一名网络犯罪分子,澳大利亚最大的私人医疗服务提供商Medibank,,,,上周,,400万,200GB的数据,,澳大利亚大型私人医疗服务提供商Medibank遭黑客攻击 或泄露200GB数据,网络攻击事件
0ktapus,130多家机构,,,,3月以来,,130多家,9931个用户证书,,曾攻击过云通讯巨头Twilio的黑客，在数月内连续攻击130多个组织,网络攻击事件
LockBit 勒索软件组织,英国著名汽车经销商集团Pendragon,部分数据被窃取,,,近期,,,,,FreeBuf周报 | 二十大之网络安全听听代表怎么说；超市巨头麦德龙遭网络攻击,网络攻击事件
alexbirsan,"['Paypal', '多家大型科技公司']",获取远超10万美元的漏洞赏金,,npm,44029,,,,数百个,简易高效的供应链攻击—依赖混淆,数据安全事件
俄罗斯黑客组织“顿涅茨克小丑”,乌克兰武装部队总司令扎卢日内,,,,,,,聊天记录与信息,,FreeBuf早报 | 英国NCSC扫描所有互联网设备；网络攻击使丹麦DSB旗下火车停运,网络攻击事件
域名服务器,域名服务器,,,,,,,,,利用Ettercap进行DNS欺骗攻击,数据安全事件
"['Conti', 'AlphaV', 'Black Basta', 'Qbot', 'Lockbit2.0勒索软件组织', 'REvil', 'Dragos']",工业组织和基础设施,工业组织和基础设施,,"['勒索软件', 'Black Basta勒索软件', 'LockBit']",2022年第二季度,墨西哥,125,,,针对工业组织的勒索软件攻击趋势,网络攻击事件
